max_d,max_p,months_since,sizerank,state,city,growth_rate,pop2010,pop2014
"20070401T000000",62800,50,402,PA,Reading,0.345722,5785,5805
"20061101T000000",203800,45,331,GA,Duluth,8.01558,26698,28838
"20051201T000000",179700,34,508,MI,Southfield,1.92453,14549,14829
"20041001T000000",173600,20,3171,MI,Riverview,-1.88649,12457,12222
"20090701T000000",90900,77,1007,WV,Charleston,-1.79827,51327,50404
"20080201T000000",151100,61,3856,OR,La Grande,-0.504125,13092,13026
"20060901T000000",109900,43,4804,IN,Ligonier,-0.0682439,4396,4393
"20080301T000000",236100,61,1076,GA,Evans,-0.981283,11006,10898
"20070401T000000",398500,50,22,DC,Washington,8.87014,605210,658893
"20040901T000000",168800,20,4642,MI,Walled Lake,1.84286,7000,7129
"20051101T000000",339100,34,681,MA,Malden,2.20159,59548,60859
"20060501T000000",250900,39,1341,MN,Farmington,6.6985,21154,22571
"20070301T000000",353200,49,803,AZ,Prescott,4.31704,39263,40958
"20070601T000000",263600,52,545,OR,Gresham,3.7216,105949,109892
"20060401T000000",294800,38,601,VA,Winchester,5.19421,26183,27543
"20080801T000000",160600,66,3976,PA,Elizabethtown,0.493336,11554,11611
"20071101T000000",149000,57,1577,PA,Bethel Park,-0.201101,32322,32257
"20071001T000000",84600,56,2381,PA,West Mifflin,-0.664697,20310,20175
"20080301T000000",289900,61,4473,PA,Mars,-2.11889,1699,1663
"20070401T000000",413500,50,2916,CT,Orange,-0.0429769,13961,13955
"20050701T000000",144700,29,2296,IN,Mooresville,2.22032,9368,9576
"20051201T000000",577900,34,3619,MA,Norwell,2.82319,10520,10817
"20061101T000000",289100,45,3650,CT,Waterford,-0.420319,19509,19427
"20060801T000000",159200,42,1436,IN,Brownsburg,7.90728,21613,23322
"20070201T000000",1.4081e+06,49,676,CT,Greenwich,2.1337,61302,62610
"20070601T000000",257100,52,3845,MA,Southwick,1.88223,9510,9689
"20080801T000000",214600,66,2609,IN,Dyer,-1.44459,16406,16169
"20050901T000000",147100,32,405,MI,Westland,-1.9149,83921,82314
"20060401T000000",277600,38,2074,MN,Golden Valley,2.40982,20375,20866
"20080501T000000",152600,63,4652,PA,Palmyra,1.44611,7330,7436
"20050801T000000",150400,30,1935,IN,Plainfield,9.71245,27717,30409
"20050601T000000",135800,28,699,MI,Dearborn Heights,-2.13884,57648,56415
"20030801T000000",122700,6,3959,MO,Carl Junction,2.54351,7470,7660
"20061201T000000",312600,46,3748,CO,Erie,12.2966,18249,20493
"20060501T000000",239600,39,1963,MN,New Brighton,3.64474,21483,22266
"20060601T000000",422200,40,4273,CT,Old Saybrook,-0.175867,10235,10217
"20070701T000000",359700,53,1721,OR,Tualatin,3.11961,26093,26907
"20080701T000000",246200,65,2712,CO,Lafayette,10.3815,24534,27081
"20050901T000000",347200,32,1552,MA,Stoughton,4.89066,27072,28396
"20070501T000000",180700,51,799,OR,Klamath Falls,0.490103,21016,21119
"20060801T000000",236000,42,3444,CO,Woodland Park,-0.152672,7205,7194
"20060901T000000",127400,43,2213,IN,Auburn,0.643036,12752,12834
"20060601T000000",346600,40,3974,AZ,Litchfield Park,10.2433,4891,5392
"20070701T000000",87100,53,4195,MO,Berkeley,-0.427491,9123,9084
"20071101T000000",242900,57,3031,CO,Fruita,0.9014,12647,12761
"20051101T000000",339100,34,1136,MA,Marlborough,2.77353,38543,39612
"20050701T000000",496700,29,4304,MA,Hamilton,2.49093,7989,8188
"20070801T000000",135900,54,1858,AZ,Nogales,-1.86111,20794,20407
"20071001T000000",146300,56,154,VA,Roanoke,2.70214,96812,99428
"20050701T000000",190800,29,228,MI,Sterling Heights,1.5705,129704,131741
"20060201T000000",306300,37,1644,PA,Warminster,-0.0459081,32674,32659
"20060901T000000",136100,43,1900,IN,Warsaw,5.16238,13579,14280
"20060101T000000",326300,36,4105,MA,Douglas,2.45486,8473,8681
"20060901T000000",375300,43,286,OR,Bend,9.64621,76683,84080
"20051101T000000",154700,34,4738,MI,Dundee,0.228195,3944,3953
"20060501T000000",209900,39,25,AZ,Tucson,1.29639,521215,527972
"20040901T000000",83200,20,349,IN,South Bend,0.198039,100990,101190
"20061201T000000",248800,46,4714,PA,Jackson,3.69374,8176,8478
"20070101T000000",275800,48,2976,CT,Watertown,-2.06566,22511,22046
"20060801T000000",99600,42,4782,MI,Pinconning,-1.23558,2428,2398
"20071201T000000",61400,58,4443,PA,Monessen,-2.36026,7711,7529
"20070501T000000",242800,51,1654,MO,Kirkwood,0.439377,27539,27660
"20070501T000000",400300,51,587,NJ,Union City,3.10665,66599,68668
"20060801T000000",327700,42,394,NJ,Toms River,-0.134613,91373,91250
"20070701T000000",120800,53,2070,WA,Aberdeen,-3.76532,16891,16255
"20080501T000000",224300,63,1146,WA,Walla Walla,1.5734,58917,59844
"20070501T000000",377200,51,203,WA,Renton,6.70802,92218,98404
"20080801T000000",280100,66,3487,NC,Davidson,9.19614,10972,11981
"20071101T000000",150900,57,3956,NC,Pineville,9.65251,7511,8236
"20060101T000000",1.062e+06,36,899,CA,Danville,4.55769,41995,43909
"20080101T000000",463800,59,3565,NJ,Haddonfield,-1.49344,11584,11411
"20090701T000000",118300,77,590,IA,Dubuque,2.63811,93893,96370
"20060301T000000",501500,37,1221,CA,Oakley,9.92349,35683,39224
"20060401T000000",624200,38,2871,NJ,Madison,1.85103,15829,16122
"20061001T000000",190000,44,649,NJ,Vineland,0.613507,60798,61171
"20060401T000000",290400,38,93,NV,North Las Vegas,6.38088,216945,230788
"20060401T000000",266800,38,2033,IL,Rolling Meadows,0.696777,24111,24279
"20060701T000000",152300,41,1520,FL,Inverness,-1.472,7269,7162
"20071001T000000",215600,56,3980,NJ,Pitman,-1.21057,9004,8895
"20070401T000000",200300,50,145,IL,Aurora,1.17483,146319,148038
"20060801T000000",274900,42,3504,NJ,Beachwood,1.67149,11068,11253
"20060601T000000",483500,40,1484,CA,South Lake Tahoe,0.527643,21416,21529
"20080201T000000",132400,61,3216,NC,Benson,6.50602,3320,3536
"20070901T000000",93600,55,1127,IL,Kankakee,-1.83938,113462,111375
"20071201T000000",123000,58,395,NJ,Trenton,-1.08061,84952,84034
"20060801T000000",189600,42,1621,FL,Dunnellon,1.6734,1733,1762
"20060801T000000",235400,42,1563,IL,Hanover Park,1.29262,37985,38476
"20060401T000000",402900,38,1399,MD,Sykesville,0.112943,4427,4432
"20070601T000000",129600,52,1853,NC,Smithfield,6.5946,11009,11735
"20060501T000000",509600,39,1807,NJ,Scotch Plains,2.22826,23561,24086
"20090201T000000",105800,73,4843,NC,Stoneville,-1.89215,1057,1037
"20060501T000000",384800,39,4329,NJ,Milltown,1.92782,6899,7032
"20061101T000000",140700,45,507,SC,North Charleston,8.90866,98017,106749
"20080401T000000",160400,62,2824,NC,Kernersville,2.53099,23153,23739
"20060101T000000",599300,36,3382,NJ,Berkeley Heights,2.46671,13216,13542
"20070101T000000",130300,48,1872,FL,Avon Park,0.0450704,8875,8879
"20060401T000000",263700,38,2619,NV,Mesquite,10.8353,15311,16970
"20060501T000000",361100,39,2344,NJ,Tinton Falls,-0.150628,17925,17898
"20080701T000000",139300,65,2235,NC,Belmont,2.07947,10243,10456
"20061101T000000",154200,45,1817,AR,Bella Vista,4.1372,26588,27688
"20080501T000000",284700,63,4708,WA,Kalama,0.256301,2341,2347
"20081101T000000",122100,70,3285,WA,Grandview,2.22059,10898,11140
"20060401T000000",240700,38,3951,FL,Davenport,11.0805,2906,3228
"20060401T000000",959300,38,1810,CA,Seal Beach,2.25558,24118,24662
"20060801T000000",311700,42,312,CA,Madera,3.32196,61560,63605
"20060401T000000",489700,38,3486,NJ,Westwood,2.01299,10929,11149
"20050901T000000",1.4938e+06,32,3421,CA,Piedmont,4.94069,10707,11236
"20070901T000000",779900,55,1729,CA,South Pasadena,2.02044,25638,26156
"20080701T000000",168900,65,4221,IA,Pleasant Hill,3.84354,8820,9159
"20070401T000000",250000,50,2443,IL,Bridgeview,0.188335,16460,16491
"20071201T000000",178700,58,3967,IL,Troy,1.99497,46116,47036
"20070201T000000",269400,49,2227,IL,Brookfield,0.200158,18985,19023
"20070801T000000",291100,54,2566,WA,Lynden,9.38019,12036,13165
"20060401T000000",479000,38,301,CA,Vacaville,3.53409,92584,95856
"20070101T000000",440700,48,3768,NJ,Wallington,2.35056,11359,11626
"20060601T000000",496900,40,257,CA,Temecula,8.46053,100892,109428
"20070301T000000",168800,49,1543,SC,Moncks Corner,18.5315,7981,9460
"20060201T000000",515400,37,2927,NJ,Hanover,6.85181,13719,14659
"20070301T000000",537500,49,481,CA,Carson,1.75314,91664,93271
"20060801T000000",315800,42,544,NJ,Brick,0.983079,75172,75911
"20060601T000000",279300,40,4310,NJ,Lopatcong,0.836768,8007,8074
"20060601T000000",539200,40,760,NJ,Wayne,0.569998,54737,55049
"20060501T000000",416000,39,2003,NJ,Sparta,-2.0072,19729,19333
"20080101T000000",2.4519e+06,59,1242,CA,Beverly Hills,2.11725,34148,34871
"20061001T000000",491700,44,639,CA,Rosemead,2.08643,53824,54947
"20060501T000000",316300,39,941,FL,Longwood,1.60346,13658,13877
"20071001T000000",176200,56,4766,IL,Mahomet,9.06224,7294,7955
"20051201T000000",271500,34,1567,CA,Marysville,1.09936,12098,12231
"20070601T000000",711300,52,3990,NJ,Chatham,1.48184,10460,10615
"20060501T000000",602500,39,1492,NJ,Livingston,1.87196,29381,29931
"20060801T000000",490000,42,605,CA,Pico Rivera,1.98136,62987,64235
"20060701T000000",391300,41,4040,NJ,Matawan,-1.01056,8807,8718
"20070301T000000",292800,49,3825,WA,Orting,7.64444,6750,7266
"20060801T000000",635500,42,1029,CA,Cypress,2.61968,47983,49240
"20080801T000000",135900,66,2452,NC,Mount Holly,2.6738,13651,14016
"20070701T000000",446900,53,1727,CA,Maywood,1.9115,27413,27937
"20070601T000000",475200,52,3623,WA,Duvall,13.3383,6740,7639
"20060701T000000",564400,41,912,CA,La Mirada,1.83873,48566,49459
"20070801T000000",858000,54,438,CA,Redwood City,7.60831,77021,82881
"20070101T000000",193200,48,4640,CA,Farmersville,1.83157,10592,10786
"20040801T000000",81300,18,4547,LA,Jeanerette,0.0723851,5526,5530
"20060601T000000",261000,40,1017,FL,Oakland Park,5.48879,41521,43800
"20060401T000000",588700,38,473,CA,Upland,2.8595,73929,76043
"20060601T000000",298400,40,1239,CA,Coachella,7.64165,40999,44132
"20070301T000000",511800,49,207,CA,Inglewood,1.95891,109755,111905
"20060701T000000",380600,41,3292,NJ,Eatontown,-1.88906,12493,12257
"20070101T000000",325000,48,927,NJ,Perth Amboy,2.73889,50933,52328
"20060201T000000",296100,37,617,FL,Venice,4.67245,20760,21730
"20060701T000000",446900,41,352,MD,Annapolis,1.34321,38341,38856
"20070901T000000",111100,55,2102,NC,Dunn,4.11752,9326,9710
"20070501T000000",248500,51,258,FL,Miami Gardens,4.34035,107595,112265
"20070501T000000",441200,51,1561,NJ,Englewood,1.87026,27162,27670
"20070401T000000",270000,50,2135,IL,Villa Park,0.529149,21922,22038
"20081101T000000",105500,70,4002,OK,The Village,4.19041,8949,9324
"20061101T000000",366500,45,2327,NJ,Dover,0.864728,18156,18313
"20061201T000000",349100,46,1940,IL,Darien,0.940878,22107,22315
"20070901T000000",389900,55,1882,WA,Maple Valley,10.1635,22807,25125
"20070501T000000",78700,51,4238,SC,Honea Path,2.97419,3564,3670
"20080401T000000",1.126e+06,62,757,CA,Cupertino,3.29633,58732,60668
"20060301T000000",539600,37,560,CA,San Marcos,10.6522,83983,92929
"20061201T000000",191500,46,2357,NJ,Pleasantville,0.981843,20268,20467
"20060801T000000",536300,42,84,CA,Corona,5.42169,153181,161486
"20090401T000000",79500,74,1154,NC,Lenoir,-1.62652,59452,58485
"20070301T000000",266300,49,1296,WA,Oak Harbor,0.53635,22187,22306
"20051101T000000",361800,34,3169,FL,Panama City Beach,7.09477,11586,12408
"20070901T000000",315600,55,2174,WA,Mountlake Terrace,4.566,19908,20817
"20060201T000000",377000,37,3558,FL,North Palm Beach,3.69663,12038,12483
"20080501T000000",289500,63,3143,NC,Morehead City,6.29162,8710,9258
"20070901T000000",1.2094e+06,55,1078,CA,Menlo Park,3.77282,32098,33309
"20070601T000000",184900,52,1339,DE,Dover,3.63722,36044,37355
"20070901T000000",535500,55,811,WA,Issaquah,11.5091,30541,34056
"20060801T000000",695400,42,1494,CA,Walnut,3.40886,29218,30214
"20060101T000000",465300,36,929,CA,Lincoln,6.79851,42980,45902
"20060801T000000",581700,42,1428,CA,San Dimas,3.71912,33395,34637
"20070101T000000",614700,48,50,CA,Santa Ana,2.88652,325513,334909
"20070901T000000",187700,55,1147,IA,Urbandale,8.96189,39601,43150
"20070901T000000",116600,55,110,IA,Des Moines,2.28056,204555,209220
"20060401T000000",424400,38,963,IL,Elmhurst,3.54653,44184,45751
"20060201T000000",704200,37,2206,CA,Ojai,2.0198,7476,7627
"20070401T000000",846900,50,4053,IL,Oak Brook,2.12739,7897,8065
"20070401T000000",442500,50,3847,CA,Emeryville,11.9119,10032,11227
"20061101T000000",191100,45,2816,AR,Maumelle,3.15777,17259,17804
"20060501T000000",599100,39,107,CA,Oxnard,3.51974,198452,205437
"20060101T000000",681900,36,1797,CA,El Cerrito,4.00829,23651,24599
"20070601T000000",243800,52,114,WA,Tacoma,3.40415,198405,205159
"20070901T000000",148900,55,387,NC,Concord,7.72291,79426,85560
"20060301T000000",393600,37,106,FL,Boca Raton,7.19467,85202,91332
"20060601T000000",703300,40,462,CA,Tustin,6.76581,75512,80621
"20050301T000000",972000,25,3439,CA,Solana Beach,3.36356,12903,13337
"20060301T000000",282900,37,4802,CA,Fowler,6.8435,5655,6042
"20061001T000000",223600,44,1633,CA,Wasco,2.39013,25689,26303
"20071101T000000",2.4927e+06,57,3049,CA,Malibu,2.34579,12661,12958
"20071101T000000",110300,57,1856,NC,Albemarle,0.484307,15899,15976
"20070801T000000",555100,54,495,WA,Redmond,8.75188,54514,59285
"20070601T000000",949300,52,2529,IL,Hinsdale,3.61088,16838,17446
"20071001T000000",193200,56,4550,WA,Medical Lake,-2.15372,5061,4952
"20071101T000000",1.0242e+06,57,1392,CA,San Carlos,4.7373,28455,29803
"20090501T000000",99000,75,2348,NC,Newton,0.285318,12968,13005
"20060201T000000",971100,37,1691,CA,Belmont,4.56933,25890,27073
"20061001T000000",292900,44,3925,IL,Flossmoor,0.538486,9471,9522
"20070801T000000",477600,54,550,WA,Kirkland,6.08981,80840,85763
"20070901T000000",188000,55,3965,CA,Orange Cove,5.48096,9086,9584
"20061001T000000",263100,44,1745,IL,West Chicago,1.02839,27227,27507
"20070301T000000",406300,49,212,CA,Compton,2.15718,96515,98597
"20070401T000000",409100,50,3898,CA,Lakeport,0.399411,4757,4776
"20060101T000000",489900,36,3975,CA,Ripon,4.34358,14343,14966
"20071001T000000",406400,56,3821,NC,Weddington,8.02721,9555,10322
"20060201T000000",665500,37,670,CA,San Luis Obispo,3.4177,269860,279083
"20060101T000000",654700,36,2580,CA,Rancho Mirage,3.93018,17302,17982
"20080901T000000",94700,68,3248,OK,Glenpool,9.00147,10876,11855
"20080401T000000",110000,62,3261,WA,Toppenish,0.20049,8978,8996
"20070801T000000",105000,54,457,AR,Fort Smith,1.15455,86354,87351
"20051101T000000",663100,34,2241,CA,Albany,4.91521,18575,19488
"20060201T000000",58300,37,2320,OK,Chickasha,1.82022,16042,16334
"20080501T000000",144200,63,2687,NC,Richlands,8.63076,1541,1674
"20060501T000000",289000,39,178,FL,Hollywood,4.88035,141158,148047
"20060601T000000",439600,40,1195,CA,Montclair,4.58983,36777,38465
"20060501T000000",479800,39,597,FL,Weston,5.44306,65533,69100
"20071001T000000",293600,56,4922,IL,Johnsburg,-0.740858,6344,6297
"20060501T000000",692700,39,1045,CA,Brea,5.24874,39438,41508
"20060501T000000",490200,39,191,CA,Escondido,4.02191,144434,150243
"20060501T000000",402100,39,3365,CA,Grand Terrace,2.85856,12069,12414
"20060401T000000",611600,38,128,CA,Salinas,3.90479,150789,156677
"20060301T000000",399500,37,853,CA,West Sacramento,6.09384,48869,51847
"20070701T000000",743200,53,1142,CA,San Bruno,4.63459,41104,43009
"20060501T000000",730500,39,342,CA,Mission Viejo,4.21093,93281,97209
"20070301T000000",501600,49,1394,CA,Lawndale,1.96664,32797,33442
"20060101T000000",824800,36,3933,CA,Clayton,6.64112,10962,11690
"20090601T000000",156100,76,589,LA,Kenner,0.497512,66732,67064
"20060501T000000",410500,39,814,CA,Yucaipa,3.05901,51520,53096
"20060201T000000",224700,37,1262,FL,Lake Worth,5.99446,34999,37097
"20060701T000000",685500,41,208,CA,Orange,4.22239,3018080,3145515
"20070401T000000",301000,50,3499,IL,Wood Dale,1.17536,13783,13945
"20061101T000000",1.5349e+06,45,1280,CA,Manhattan Beach,2.07095,35153,35881
"20060401T000000",359400,38,1312,CA,Ceres,2.99121,45968,47343
"20070801T000000",420800,54,1101,WA,Bothell,8.78827,33613,36567
"20060201T000000",1.0608e+06,37,3906,CA,Sausalito,2.67664,6949,7135
"20070301T000000",105100,49,1362,IL,Belleville,-3.51422,44078,42529
"20070501T000000",371800,51,3393,CA,Willits,-0.450543,4883,4861
"20060601T000000",1.2846e+06,40,2083,CA,Coronado,3.64052,24035,24910
"20081101T000000",173500,70,474,IA,Iowa City,7.9553,68005,73415
"20080201T000000",190800,61,3123,NC,Sylva,0.502124,2589,2602
"20060801T000000",500000,42,2719,CA,Santa Fe Springs,7.74098,16277,17537
"20080701T000000",249800,65,3799,NC,Flat Rock,4.64893,3119,3264
"20061001T000000",147600,44,3026,NH,Claremont,-1.97931,13338,13074
"20060501T000000",360500,39,4821,MD,Chesapeake Beach,1.85538,5767,5874
"20090201T000000",115300,73,384,SC,Anderson,2.92971,187322,192810
"20070901T000000",175400,55,600,MD,Salisbury,7.05878,30416,32563
"20090201T000000",176200,73,1876,SC,Georgetown,0.997125,60173,60773
"20080301T000000",143900,61,558,NC,Salisbury,0.602841,33508,33710
"20070901T000000",830200,55,11,CA,San Francisco,5.78835,805825,852469
"20071101T000000",161600,57,16,NC,Charlotte,9.63958,738746,809958
"20051201T000000",671900,34,1159,CA,Sonoma,3.31989,10663,11017
"20070301T000000",698000,49,9,CA,San Jose,6.31449,955453,1015785
"20060401T000000",252100,38,2037,NV,Fernley,-1.01031,19400,19204
"20070501T000000",144000,51,1385,SC,Irmo,6.49176,11168,11893
"20060701T000000",445100,41,2234,FL,Sunny Isles Beach,4.91443,20918,21946
"20060601T000000",357500,40,4735,NJ,Tabernacle,-0.486548,6988,6954
"20060601T000000",87600,40,2834,IL,Rantoul,1.16611,12949,13100
"20070201T000000",584500,49,412,CA,Buena Park,2.81201,80832,83105
"20060501T000000",781700,39,104,CA,Irvine,16.4811,213366,248531
"20060801T000000",391000,42,316,CA,Perris,7.12097,68853,73756
"20060701T000000",356700,41,2005,IL,Vernon Hills,3.43713,25050,25911
"20070901T000000",424000,55,975,WA,Edmonds,2.87267,39754,40896
"20080101T000000",243000,59,2549,NC,Morrisville,21.1277,18800,22772
"20071001T000000",97000,56,285,SC,Spartanburg,3.08147,284767,293542
"20060201T000000",358400,37,142,FL,Fort Lauderdale,6.00447,166043,176013
"20060901T000000",138200,43,4131,IL,Steger,-0.229669,9579,9557
"20060501T000000",570400,39,3355,FL,Miami Shores,4.35242,10408,10861
"20060601T000000",332900,40,505,FL,Oviedo,13.3268,33549,38020
"20070201T000000",200200,49,3075,SC,Hanahan,9.81812,18089,19865
"20060601T000000",567000,40,652,CA,La Habra,2.74807,60406,62066
"20060501T000000",461400,39,1733,CA,Lemon Grove,4.40279,25393,26511
"20070601T000000",68300,52,2153,IL,Alton,-2.54249,27886,27177
"20090701T000000",125700,77,2904,SC,Travelers Rest,6.56839,4613,4916
"20060501T000000",325400,39,4350,NH,Seabrook,1.18486,8693,8796
"20061201T000000",150600,46,4271,SC,Ridgeville,-0.558376,1970,1959
"20070501T000000",136400,51,197,SC,Columbia,1.3009,130371,132067
"20070601T000000",334100,52,4245,NJ,Hardyston,-2.34907,8216,8023
"20070401T000000",938400,50,2458,IL,Lake Forest,-0.067038,19392,19379
"20070101T000000",324500,48,1396,WA,Battle Ground,6.65991,17748,18930
"20070301T000000",122300,49,2937,IL,Riverdale,0.324484,13560,13604
"20071101T000000",168000,57,4653,FL,Hilliard,1.06796,3090,3123
"20070701T000000",194900,53,2401,CA,Lindsay,12.1006,11768,13192
"20061101T000000",529400,45,1653,CA,Stanton,2.10437,37921,38719
"20060801T000000",242300,42,4388,CA,Holtville,5.55462,5959,6290
"20060901T000000",256300,43,1498,NJ,Galloway,0.569976,37370,37583
"20060401T000000",439900,38,2464,NJ,Hawthorne,1.30298,18803,19048
"20060601T000000",765600,40,259,CA,Costa Mesa,2.47967,110055,112784
"20060501T000000",223000,39,289,FL,Clearwater,2.23016,108288,110703
"20050501T000000",508600,27,1615,CA,Imperial Beach,2.8605,26394,27149
"20070501T000000",1.3146e+06,51,3348,IL,Winnetka,2.36027,12202,12490
"20070501T000000",276500,51,1665,IL,Melrose Park,0.326412,25428,25511
"20060101T000000",385100,36,731,CA,Rancho Cordova,7.1456,65089,69740
"20071101T000000",98200,57,3705,SC,Liberty,-0.979492,3267,3235
"20060501T000000",186500,39,503,FL,Largo,1.23632,78054,79019
"20070301T000000",175800,49,4583,IL,Wonder Lake,-1.81728,4017,3944
"20060301T000000",203600,37,2595,NH,Laconia,0.752493,15947,16067
"20070301T000000",276300,49,1122,IL,Carol Stream,1.4916,39756,40349
"20060301T000000",678000,37,3877,NJ,Ocean City,-2.71149,11691,11374
"20060101T000000",3.8923e+06,36,4654,CA,Atherton,3.31021,6918,7147
"20070601T000000",193500,52,4369,DE,Magnolia,6.39269,219,233
"20061101T000000",102100,45,859,SC,Lancaster,8.0772,76945,83160
"20060901T000000",674500,43,3807,NJ,Florham Park,0.766675,11739,11829
"20081101T000000",113400,70,96,NC,Fayetteville,1.53941,200856,203948
"20060601T000000",241200,40,4050,NJ,Edgewater Park,-0.788644,8876,8806
"20070801T000000",351400,54,892,IL,Downers Grove,1.63133,48917,49715
"20090601T000000",134500,76,2231,NC,Zebulon,6.69362,4452,4750
"20070101T000000",249400,48,1208,IL,Wheeling,1.0588,153854,155483
"20060601T000000",368500,40,1387,FL,Winter Park,5.3268,27953,29442
"20090701T000000",206700,77,3545,NC,Black Mountain,3.75796,7850,8145
"20051201T000000",338000,34,2758,FL,Satellite Beach,2.86335,10128,10418
"20060801T000000",326700,42,607,MD,Bel Air,1.2129,10141,10264
"20070301T000000",145600,49,4501,IL,Mascoutah,4.19756,7552,7869
"20081101T000000",118800,70,546,NC,Greenville,5.73809,84976,89852
"20060501T000000",473200,39,2499,CA,Lathrop,10.6487,18143,20075
"20060601T000000",399300,40,3210,CA,Escalon,3.35758,7148,7388
"20060501T000000",885200,39,3057,CA,Half Moon Bay,9.0052,11349,12371
"20080301T000000",145100,61,4386,FL,Hawthorne,3.73766,1418,1471
"20060401T000000",706000,38,522,CA,Lake Forest,3.28484,77599,80148
"20080901T000000",133800,68,1104,OK,Owasso,12.8852,29918,33773
"20060401T000000",531000,38,1357,CA,Rohnert Park,3.44642,40854,42262
"20070301T000000",245300,49,1070,IL,Crystal Lake,-0.659928,40762,40493
"20060701T000000",387200,41,354,CA,Rialto,3.34557,99415,102741
"20060701T000000",223300,41,2525,FL,Lynn Haven,6.71843,18546,19792
"20060801T000000",394500,42,2966,IL,Norridge,0.630915,14582,14674
"20060401T000000",652400,38,4037,CA,Morro Bay,2.90845,10246,10544
"20070101T000000",123700,48,2002,IL,Loves Park,-1.86674,23999,23551
"20060601T000000",235100,40,2039,FL,Mount Dora,7.89883,12217,13182
"20090201T000000",128000,73,3307,FL,Wauchula,-0.444714,4947,4925
"20060701T000000",257400,41,775,FL,Port Orange,3.79546,56594,58742
"20090701T000000",112100,77,4108,OK,Harrah,11.9718,5112,5724
"20071101T000000",139500,57,1402,IL,Chicago Heights,0.332949,30335,30436
"20060501T000000",178300,39,2544,FL,Lake Placid,0.47081,2124,2134
"20080201T000000",389200,61,790,IL,Oak Park,0.217747,51895,52008
"20061101T000000",239800,45,3405,IL,Channahon,0.782987,10345,10426
"20060601T000000",350100,40,332,FL,Davie,7.12429,92318,98895
"20070301T000000",360100,49,2826,IL,Lake Zurich,1.78662,19702,20054
"20080201T000000",144300,61,4475,NC,Marshville,7.22842,2421,2596
"20061201T000000",482500,46,3167,IL,Lincolnwood,0.714456,12597,12687
"20080101T000000",253200,59,1642,NC,Boone,5.91809,17117,18130
"20060501T000000",231900,39,2444,FL,Sebastian,6.32658,21955,23344
"20090701T000000",122300,77,1320,NC,Hickory,0.189682,40067,40143
"20060401T000000",784400,38,646,CA,Arcadia,3.21163,56420,58232
"20070901T000000",909300,55,1369,CA,Foster City,6.9693,30620,32754
"20080901T000000",180500,68,2474,IA,Waukee,26.4824,13998,17705
"20060501T000000",378500,39,1241,NJ,Howell,1.54578,51107,51897
"20070401T000000",353500,50,1292,NJ,Belleville,1.28005,35936,36396
"20070201T000000",422500,49,2948,MD,La Plata,2.68479,8753,8988
"20051201T000000",313700,34,2016,FL,Niceville,12.8127,12753,14387
"20060601T000000",362500,40,4873,NJ,Wharton,1.10092,6540,6612
"20060401T000000",420000,38,721,CA,Lake Elsinore,12.8343,53201,60029
"20060701T000000",296100,41,3810,CA,Imperial,13.1292,14860,16811
"20070401T000000",699300,50,238,CA,Santa Clara,6.0257,1786930,1894605
"20060701T000000",265200,41,1382,CA,Selma,4.15183,23315,24283
"20060801T000000",236000,42,821,NJ,Gloucester,0.813924,288602,290951
"20070801T000000",201200,54,4527,NJ,Palmyra,-0.824993,7394,7333
"20080501T000000",151500,63,878,NC,Garner,7.44389,25887,27814
"20060101T000000",253900,36,1270,FL,Rockledge,4.33408,24988,26071
"20050701T000000",140200,29,4394,IA,Nevada,-0.323482,6801,6779
"20070601T000000",421900,52,4091,NJ,Boonton,1.77695,4277,4353
"20070201T000000",359200,49,4199,NJ,Spotswood,2.20206,8265,8447
"20071101T000000",201300,57,2906,FL,Callahan,3.97527,1132,1177
"20070201T000000",574500,49,939,IL,Glenview,4.5423,44735,46767
"20060701T000000",583100,41,226,CA,Simi Valley,1.90687,124497,126871
"20090601T000000",128600,76,1375,LA,Sulphur,-1.10127,20431,20206
"20071001T000000",137400,56,2881,FL,Starke,-1.39809,5436,5360
"20070301T000000",203900,49,4530,IL,Shiloh,3.62075,12456,12907
"20060701T000000",168400,41,1088,FL,Fort Pierce,3.82179,41996,43601
"20060701T000000",252600,41,1433,FL,Dania Beach,4.72873,29712,31117
"20090201T000000",115300,73,393,LA,Monroe,0.821188,49197,49601
"20060401T000000",841600,38,584,CA,San Rafael,2.45957,57815,59237
"20061101T000000",241300,45,1171,NJ,Ewing,2.0268,35820,36546
"20060901T000000",377200,43,2088,MD,College Park,5.86845,30468,32256
"20070101T000000",146100,48,2601,CA,Twentynine Palms,3.16645,25107,25902
"20070601T000000",287600,52,1610,IL,New Lenox,4.07695,24430,25426
"20080401T000000",218700,62,2990,NC,Fletcher,3.9428,7203,7487
"20061101T000000",649400,45,588,CA,Union City,5.69681,69653,73621
"20070401T000000",396400,50,169,IL,Naperville,2.69009,142300,146128
"20080101T000000",226700,59,3380,CA,Firebaugh,9.18179,7602,8300
"20060701T000000",241300,41,4889,IL,Lindenhurst,0.437348,14405,14468
"20060201T000000",792500,37,4586,CA,Fairfax,2.55102,7448,7638
"20070201T000000",577700,49,1354,IL,Northbrook,1.35217,33206,33655
"20080301T000000",154300,61,368,WA,Kennewick,4.15568,74332,77421
"20070301T000000",157200,49,1513,IL,Lansing,0.461414,28391,28522
"20070501T000000",258900,51,809,IL,Tinley Park,0.864604,56789,57280
