max_d,max_p,months_since,sizerank,state
"20070901T000000",133400,55,3762,PA
"20070401T000000",150600,50,3763,MI
"20060601T000000",99100,40,3764,NH
"20070701T000000",105100,53,3765,OH
"20070201T000000",221900,49,3766,IL
,nan,nan,3767,AK
"20070101T000000",440700,48,3768,NJ
"20081201T000000",129800,70,3769,NY
"20080601T000000",292900,64,3770,UT
"20060501T000000",313000,39,3771,RI
"20081001T000000",173800,68,3772,AL
"20081101T000000",117400,70,3773,IL
"20051101T000000",130000,34,3774,IN
"20060301T000000",469600,37,3775,CT
"20060901T000000",305200,43,3776,NJ
"20070901T000000",153100,55,3777,AL
"20070801T000000",232600,54,3778,IL
"20090601T000000",114400,76,3779,MS
"20060701T000000",259200,41,3780,IL
"20070201T000000",211500,49,3781,WI
"20080301T000000",199600,61,3782,PA
"20070401T000000",276900,50,3783,NJ
,nan,nan,3784,MO
"20061201T000000",121500,46,3785,NC
"20050801T000000",192800,30,3786,MI
"20070601T000000",477900,52,3787,NY
"20070701T000000",183000,53,3788,PA
"20060401T000000",393200,38,3789,CA
"20070801T000000",1.9015e+06,54,3790,CA
"20060601T000000",288500,40,3791,FL
"20070301T000000",527000,49,3792,IL
"20060701T000000",406400,41,3793,MD
"20051101T000000",647400,34,3794,NJ
"20071101T000000",236800,57,3795,PA
"20060501T000000",478700,39,3796,NJ
"20061201T000000",364500,46,3797,SC
"20090601T000000",177900,76,3798,TX
"20080701T000000",249800,65,3799,NC
"20071101T000000",140600,57,3800,AL
"20050301T000000",102800,25,3801,IN
"20070801T000000",661500,54,3802,CA
"20060601T000000",183200,40,3803,OH
"20080201T000000",137900,61,3804,NC
"20030101T000000",171800,0,3805,MI
"20050901T000000",159300,32,3806,MI
"20060901T000000",674500,43,3807,NJ
"20060501T000000",333200,39,3808,NJ
"20060901T000000",202300,43,3809,FL
"20060701T000000",296100,41,3810,CA
"20070701T000000",315800,53,3811,WA
"20060601T000000",321200,40,3812,PA
"20060101T000000",138700,36,3813,MI
"20061001T000000",159900,44,3814,FL
"20051101T000000",130200,34,3815,GA
"20070401T000000",189600,50,3816,NJ
"20050601T000000",370900,28,3817,MI
"20060501T000000",303500,39,3818,MN
"20060301T000000",264000,37,3819,FL
"20050401T000000",249600,26,3820,MI
"20071001T000000",406400,56,3821,NC
"20080801T000000",188800,66,3822,GA
"20080501T000000",104600,63,3823,PA
"20090701T000000",150200,77,3824,MS
"20070301T000000",292800,49,3825,WA
"20060601T000000",246800,40,3826,OH
"20061101T000000",94000,45,3827,OH
"20080101T000000",70900,59,3828,PA
"20060401T000000",435000,38,3829,MA
"20070601T000000",205700,52,3830,NJ
"20060801T000000",331300,42,3831,NY
"20060201T000000",173400,37,3832,OH
"20071001T000000",88800,56,3833,PA
"20060201T000000",184700,37,3834,OH
"20061001T000000",216600,44,3835,CT
"20061001T000000",168400,44,3836,FL
"20051201T000000",364600,34,3837,FL
"20090601T000000",237800,76,3838,NM
"20090701T000000",129800,77,3839,NY
"20070301T000000",174400,49,3840,IL
"20080101T000000",124900,59,3841,TX
"20080701T000000",174200,65,3842,IN
,nan,nan,3843,NH
"20070401T000000",353900,50,3844,MO
"20070601T000000",257100,52,3845,MA
"20090201T000000",189700,73,3846,WI
"20070401T000000",442500,50,3847,CA
"20071001T000000",784800,56,3848,NY
"20070801T000000",167300,54,3849,PA
"20060601T000000",216600,40,3850,OR
,nan,nan,3851,MI
,nan,nan,3852,TX
"20090601T000000",146100,76,3853,WI
"20090101T000000",153800,72,3854,PA
"20050101T000000",92100,24,3855,IN
"20080201T000000",151100,61,3856,OR
"20050401T000000",147100,26,3857,OH
"20060701T000000",335300,41,3858,MD
,nan,nan,3859,WV
"20080101T000000",252700,59,3860,OR
"20060501T000000",147800,39,3861,OH
"20080801T000000",132700,66,3862,NY
"20060601T000000",221600,40,3863,FL
"20061101T000000",404900,45,3864,MD
"20060101T000000",337000,36,3865,MI
"20070501T000000",300800,51,3866,NY
"20060201T000000",98700,37,3867,OH
"20070101T000000",811300,48,3868,NY
"20060801T000000",277700,42,3869,FL
"20081001T000000",161100,68,3870,GA
"20080101T000000",147100,59,3871,WI
"20050601T000000",449400,28,3872,MA
"20070901T000000",166200,55,3873,PA
"20050601T000000",136400,28,3874,MI
"20070601T000000",302100,52,3875,CT
"20060501T000000",477600,39,3876,NY
"20060301T000000",678000,37,3877,NJ
"20061101T000000",184100,45,3878,DE
"20070901T000000",223100,55,3879,WI
"20050401T000000",241300,26,3880,VT
"20030901T000000",90200,7,3881,MO
,nan,nan,3882,AK
,nan,nan,3883,AK
"20060201T000000",105400,37,3884,OH
"20090701T000000",154200,77,3885,PA
"20051101T000000",341500,34,3886,MA
"20061201T000000",164700,46,3887,LA
"20090701T000000",176700,77,3888,LA
"20060801T000000",493700,42,3889,NY
"20060401T000000",241900,38,3890,CA
"20050501T000000",289800,27,3891,VT
"20071201T000000",147100,58,3892,OR
"20080301T000000",261700,61,3893,PA
"20060901T000000",485300,43,3894,NY
"20061101T000000",287900,45,3895,MD
"20060401T000000",531400,38,3896,CA
"20050601T000000",346300,28,3897,MA
"20070401T000000",409100,50,3898,CA
"20070601T000000",341900,52,3899,NJ
"20070501T000000",411300,51,3900,MD
"20070701T000000",290400,53,3901,OR
"20071201T000000",265800,58,3902,PA
"20070901T000000",190900,55,3903,ID
"20060101T000000",77100,36,3904,MI
"20050601T000000",147900,28,3905,MI
"20060201T000000",1.0608e+06,37,3906,CA
"20060401T000000",100700,38,3907,OH
"20060601T000000",251800,40,3908,IL
"20070801T000000",213400,54,3909,CA
"20070901T000000",155400,55,3910,PA
"20060201T000000",599700,37,3911,VA
"20080301T000000",134600,61,3912,IN
"20060301T000000",189300,37,3913,WI
"20080801T000000",141500,66,3914,NY
"20070601T000000",150500,52,3915,PA
"20061001T000000",1.0981e+06,44,3916,NY
"20070801T000000",174000,54,3917,PA
"20090701T000000",103800,77,3918,PA
"20070701T000000",177900,53,3919,MO
"20060501T000000",225400,39,3920,CA
"20071201T000000",319500,58,3921,PA
"20060701T000000",422500,41,3922,NJ
"20061201T000000",112100,46,3923,SC
"20060701T000000",571400,41,3924,NJ
"20061001T000000",292900,44,3925,IL
"20070301T000000",215800,49,3926,FL
"20070201T000000",238200,49,3927,MN
"20060501T000000",351400,39,3928,MD
"20050601T000000",298400,28,3929,MI
"20070701T000000",225600,53,3930,OH
"20071101T000000",184900,57,3931,IL
"20060401T000000",444600,38,3932,CA
"20060101T000000",824800,36,3933,CA
"20060501T000000",578300,39,3934,NJ
"20050701T000000",453000,29,3935,MA
"20071101T000000",94000,57,3936,TX
"20070201T000000",293000,49,3937,PA
"20081101T000000",126000,70,3938,NY
"20080801T000000",142900,66,3939,AL
"20051101T000000",279500,34,3940,CO
"20080601T000000",169900,64,3941,IN
"20060301T000000",102100,37,3942,WV
"20060501T000000",374700,39,3943,FL
"20061201T000000",298200,46,3944,PA
"20070501T000000",73400,51,3945,NY
,nan,nan,3946,TN
"20080201T000000",85300,61,3947,NY
"20060101T000000",158700,36,3948,PA
"20070501T000000",203800,51,3949,PA
"20061101T000000",130700,45,3950,IN
"20060401T000000",240700,38,3951,FL
"20080701T000000",125300,65,3952,NY
,nan,nan,3953,TX
"20070401T000000",137800,50,3954,AL
"20090401T000000",110600,74,3955,SC
"20071101T000000",150900,57,3956,NC
"20070701T000000",2.4514e+06,53,3957,CA
"20070901T000000",216400,55,3958,OR
"20030801T000000",122700,6,3959,MO
"20051001T000000",375900,32,3960,MA
"20071201T000000",278200,58,3961,PA
"20060801T000000",261400,42,3962,MD
"20060601T000000",195000,40,3963,OH
"20070601T000000",839200,52,3964,MO
"20070901T000000",188000,55,3965,CA
,nan,nan,3966,TX
"20071201T000000",178700,58,3967,IL
"20070101T000000",80700,48,3968,TX
"20070601T000000",123300,52,3969,TX
"20050901T000000",293200,32,3970,MA
,nan,nan,3971,NY
"20051201T000000",484500,34,3972,MA
,nan,nan,3973,LA
"20060601T000000",346600,40,3974,AZ
"20060101T000000",489900,36,3975,CA
"20080801T000000",160600,66,3976,PA
"20070601T000000",330200,52,3977,CT
"20071101T000000",127300,57,3978,AL
"20061001T000000",728200,44,3979,IL
"20071001T000000",215600,56,3980,NJ
"20070101T000000",243100,48,3981,PA
"20070601T000000",93500,52,3982,AR
"20050601T000000",257700,28,3983,VT
"20071101T000000",489200,57,3984,CT
"20060101T000000",100600,36,3985,MI
"20060201T000000",343100,37,3986,NY
"20080901T000000",161400,68,3987,PA
"20060801T000000",310200,42,3988,PA
"20050501T000000",293700,27,3989,MA
"20070601T000000",711300,52,3990,NJ
"20060801T000000",477100,42,3991,IL
,nan,nan,3992,MI
"20080701T000000",204300,65,3993,PA
"20070901T000000",106800,55,3994,PA
"20070801T000000",81700,54,3995,IL
"20060501T000000",368200,39,3996,MD
"20060501T000000",152600,39,3997,OH
"20080101T000000",137100,59,3998,TX
,nan,nan,3999,TX
"20060901T000000",347300,43,4000,MD
"20070101T000000",280900,48,4001,FL
"20081101T000000",105500,70,4002,OK
"20060101T000000",433700,36,4003,FL
"20070801T000000",400900,54,4004,MD
"20060801T000000",433300,42,4005,NJ
"20080101T000000",113600,59,4006,NY
"20070801T000000",171100,54,4007,PA
"20081001T000000",171000,68,4008,TN
"20060801T000000",283600,42,4009,NY
"20060601T000000",278500,40,4010,FL
"20060201T000000",306100,37,4011,FL
"20070101T000000",190500,48,4012,MN
"20051201T000000",359700,34,4013,VT
"20070301T000000",248600,49,4014,WA
"20080701T000000",340100,65,4015,IN
"20060401T000000",233300,38,4016,ME
"20070901T000000",695600,55,4017,NY
"20060401T000000",171200,38,4018,CA
"20061201T000000",366600,46,4019,IL
"20080201T000000",282400,61,4020,NC
"20090601T000000",120000,76,4021,PA
"20090701T000000",150400,77,4022,IL
"20051101T000000",175200,34,4023,MI
"20070201T000000",219100,49,4024,NC
"20040901T000000",95000,20,4025,IN
"20070701T000000",384400,53,4026,VA
"20070101T000000",221700,48,4027,NJ
"20060701T000000",281600,41,4028,PA
"20051201T000000",281600,34,4029,FL
"20070401T000000",419000,50,4030,MD
"20070701T000000",209000,53,4031,PA
"20061001T000000",508300,44,4032,NY
"20070301T000000",218600,49,4033,PA
"20070101T000000",424800,48,4034,NJ
"20070701T000000",165100,53,4035,IN
"20070801T000000",202600,54,4036,PA
"20060401T000000",652400,38,4037,CA
"20070901T000000",206000,55,4038,PA
"20060101T000000",303600,36,4039,CT
"20060701T000000",391300,41,4040,NJ
"20070401T000000",175000,50,4041,NY
"20080901T000000",125300,68,4042,PA
"20051201T000000",487100,34,4043,MA
"20050601T000000",584400,28,4044,MA
"20070901T000000",80100,55,4045,AL
"20070601T000000",226600,52,4046,PA
"20070801T000000",240100,54,4047,NY
"20070301T000000",397800,49,4048,MD
"20041001T000000",91600,20,4049,IN
"20060601T000000",241200,40,4050,NJ
"20060701T000000",284400,41,4051,NJ
"20071001T000000",255800,56,4052,OR
"20070401T000000",846900,50,4053,IL
"20060501T000000",249300,39,4054,CA
"20070201T000000",479100,49,4055,CA
"20070201T000000",149400,49,4056,TX
"20070601T000000",175900,52,4057,FL
,nan,nan,4058,MS
"20060501T000000",1.0445e+06,39,4059,NY
"20060801T000000",247100,42,4060,PA
,nan,nan,4061,MN
"20051101T000000",259600,34,4062,VA
"20070601T000000",234200,52,4063,OR
"20070401T000000",314300,50,4064,WA
"20070101T000000",264400,48,4065,OR
"20080801T000000",199800,66,4066,IN
"20071201T000000",110500,58,4067,WV
"20060601T000000",376200,40,4068,NJ
"20090501T000000",153300,75,4069,AZ
"20070801T000000",175700,54,4070,PA
,nan,nan,4071,WI
"20061201T000000",158100,46,4072,IL
"20071101T000000",93500,57,4073,NC
"20070101T000000",266800,48,4074,AZ
"20070301T000000",369600,49,4075,CA
,nan,nan,4076,TX
"20061201T000000",179300,46,4077,FL
"20051001T000000",301100,32,4078,MA
"20070501T000000",363600,51,4079,WI
"20090301T000000",130300,73,4080,PA
"20090701T000000",289800,77,4081,TX
"20060501T000000",142600,39,4082,MI
"20070501T000000",242500,51,4083,MO
"20060301T000000",553400,37,4084,NJ
"20070101T000000",119400,48,4085,FL
"20050801T000000",348400,30,4086,MA
"20080501T000000",105300,63,4087,TX
"20061001T000000",197900,44,4088,MI
"20051101T000000",88700,34,4089,IN
"20070401T000000",259300,50,4090,WA
"20070601T000000",421900,52,4091,NJ
"20070701T000000",499000,53,4092,WA
"20090601T000000",57000,76,4093,OH
"20070101T000000",311200,48,4094,NH
"20081101T000000",67200,70,4095,TX
"20070501T000000",308400,51,4096,IL
"20060101T000000",293800,36,4097,FL
"20060501T000000",305000,39,4098,NJ
,nan,nan,4099,MS
"20061201T000000",439300,46,4100,NY
"20060301T000000",614700,37,4101,NJ
"20060901T000000",226900,43,4102,PA
"20070801T000000",241400,54,4103,WA
"20060801T000000",172100,42,4104,FL
"20060101T000000",326300,36,4105,MA
"20080301T000000",127900,61,4106,NC
"20061101T000000",119900,45,4107,IN
"20090701T000000",112100,77,4108,OK
"20070301T000000",303800,49,4109,PA
"20061101T000000",114900,45,4110,NC
"20090601T000000",144100,76,4111,MS
"20070501T000000",359600,51,4112,MD
"20060901T000000",432000,43,4113,PA
"20071101T000000",221000,57,4114,IL
"20051201T000000",245700,34,4115,MA
"20080101T000000",173700,59,4116,PA
"20071001T000000",601100,56,4117,WA
"20070401T000000",296000,50,4118,NY
"20070601T000000",165900,52,4119,PA
"20060701T000000",262400,41,4120,CT
"20090601T000000",238200,76,4121,MO
"20060801T000000",1.7484e+06,42,4122,CA
"20050601T000000",372000,28,4123,MA
"20060501T000000",144200,39,4124,FL
"20090501T000000",101500,75,4125,SC
"20070801T000000",629200,54,4126,WA
"20071201T000000",97400,58,4127,OH
"20070501T000000",239900,51,4128,WA
"20070301T000000",422400,49,4129,PA
"20081101T000000",119100,70,4130,IL
"20060901T000000",138200,43,4131,IL
"20060701T000000",588000,41,4132,NY
"20080301T000000",161200,61,4133,UT
"20060401T000000",397300,38,4134,MA
"20070401T000000",278000,50,4135,PA
"20061001T000000",199800,44,4136,MA
"20070401T000000",355500,50,4137,IL
"20090701T000000",110600,77,4138,MO
"20051201T000000",962300,34,4139,CA
"20051001T000000",375300,32,4140,NY
"20030201T000000",56600,1,4141,NY
"20060201T000000",400000,37,4142,MD
"20060701T000000",247300,41,4143,CT
,nan,nan,4144,TX
"20080201T000000",144500,61,4145,OH
,nan,nan,4146,NC
"20070701T000000",188900,53,4147,NH
"20070201T000000",776000,49,4148,CA
"20051101T000000",122200,34,4149,IN
"20070501T000000",299600,51,4150,OR
"20060401T000000",269600,38,4151,CA
"20070601T000000",222900,52,4152,NC
"20061001T000000",347400,44,4153,NJ
"20060301T000000",777300,37,4154,NJ
"20040301T000000",138800,13,4155,MI
"20080801T000000",116000,66,4156,GA
"20070301T000000",309000,49,4157,WA
"20080401T000000",752300,62,4158,CO
"20090401T000000",84300,74,4159,WV
"20061001T000000",259200,44,4160,NC
,nan,nan,4161,GA
"20090501T000000",402800,75,4162,UT
"20050701T000000",77400,29,4163,PA
"20060401T000000",154200,38,4164,MA
"20080101T000000",92000,59,4165,OH
"20080301T000000",186900,61,4166,NY
"20090701T000000",153300,77,4167,LA
"20060101T000000",382700,36,4168,MA
"20060801T000000",263100,42,4169,NJ
"20080501T000000",169900,63,4170,IA
"20060301T000000",257400,37,4171,FL
"20051101T000000",411600,34,4172,VA
"20070401T000000",345300,50,4173,MD
"20071101T000000",213300,57,4174,PA
"20090701T000000",99800,77,4175,NY
,nan,nan,4176,PA
"20060101T000000",355800,36,4177,MA
"20090701T000000",103700,77,4178,PA
"20060201T000000",278100,37,4179,NJ
"20060901T000000",157800,43,4180,FL
"20060601T000000",248500,40,4181,MN
"20060701T000000",195800,41,4182,NJ
"20060901T000000",353800,43,4183,MD
"20051001T000000",600200,32,4184,NY
"20090601T000000",161500,76,4185,MS
"20070401T000000",167900,50,4186,OH
"20060401T000000",525300,38,4187,NJ
"20080401T000000",134700,62,4188,MI
"20070601T000000",78100,52,4189,TN
"20060601T000000",288100,40,4190,FL
"20080601T000000",94500,64,4191,MO
"20090501T000000",111600,75,4192,AZ
"20070201T000000",389800,49,4193,NJ
"20060301T000000",277200,37,4194,OH
"20070701T000000",87100,53,4195,MO
"20080601T000000",141100,64,4196,MD
"20070501T000000",379900,51,4197,MO
"20050901T000000",104500,32,4198,IN
"20070201T000000",359200,49,4199,NJ
"20051201T000000",378600,34,4200,NJ
"20070501T000000",340700,51,4201,OR
"20061201T000000",224600,46,4202,OR
"20090601T000000",75900,76,4203,MS
"20070701T000000",118600,53,4204,IL
"20071101T000000",123300,57,4205,PA
"20061101T000000",522500,45,4206,NY
"20060801T000000",284400,42,4207,IL
"20070801T000000",213700,54,4208,OR
"20070101T000000",331700,48,4209,WA
"20090701T000000",181200,77,4210,MO
"20071001T000000",74500,56,4211,TN
"20060501T000000",182800,39,4212,WI
"20060201T000000",319100,37,4213,NJ
"20070401T000000",339000,50,4214,NY
"20070901T000000",92600,55,4215,NY
"20071101T000000",181300,57,4216,PA
"20080601T000000",239400,64,4217,PA
"20070301T000000",259300,49,4218,UT
"20051001T000000",448300,32,4219,MA
"20060501T000000",992100,39,4220,NJ
"20080701T000000",168900,65,4221,IA
"20060501T000000",304000,39,4222,FL
"20061101T000000",164400,45,4223,OH
"20060801T000000",183800,42,4224,FL
"20080201T000000",369700,61,4225,WA
"20070501T000000",265100,51,4226,TX
"20080301T000000",177000,61,4227,NC
"20071201T000000",404500,58,4228,GA
,nan,nan,4229,PA
"20070601T000000",356000,52,4230,CT
"20070701T000000",177000,53,4231,NJ
"20061101T000000",198600,45,4232,IL
"20090601T000000",126100,76,4233,TN
"20070601T000000",245900,52,4234,NJ
"20071201T000000",204200,58,4235,PA
"20060901T000000",858400,43,4236,FL
"20060901T000000",494300,43,4237,NJ
"20070501T000000",78700,51,4238,SC
"20051001T000000",110900,32,4239,IN
"20060901T000000",523200,43,4240,NJ
"20070601T000000",117300,52,4241,MI
"20060401T000000",493500,38,4242,CA
"20090501T000000",111100,75,4243,NC
"20080601T000000",240000,64,4244,GA
"20070601T000000",334100,52,4245,NJ
"20040901T000000",125600,20,4246,MI
"20090501T000000",83000,75,4247,SC
,nan,nan,4248,TX
"20080501T000000",636300,63,4249,PA
,nan,nan,4250,FL
"20070901T000000",143300,55,4251,GA
"20090301T000000",132900,73,4252,PA
"20090301T000000",129200,73,4253,TN
"20070601T000000",113700,52,4254,PA
"20070101T000000",192000,48,4255,FL
,nan,nan,4256,MS
,nan,nan,4257,MO
"20070501T000000",175800,51,4258,PA
"20070301T000000",173400,49,4259,IL
"20070801T000000",279100,54,4260,WA
"20061201T000000",217500,46,4261,FL
"20061001T000000",192300,44,4262,NJ
"20080601T000000",91800,64,4263,PA
"20060401T000000",312100,38,4264,MA
"20080501T000000",569800,63,4265,UT
"20060501T000000",552900,39,4266,NY
"20061101T000000",254100,45,4267,CT
"20060201T000000",992100,37,4268,MD
"20060101T000000",1.1341e+06,36,4269,NY
"20080101T000000",91400,59,4270,PA
"20061201T000000",150600,46,4271,SC
,nan,nan,4272,LA
"20060601T000000",422200,40,4273,CT
"20071101T000000",222100,57,4274,NC
"20071201T000000",133900,58,4275,PA
"20061001T000000",157100,44,4276,OH
"20061001T000000",707200,44,4277,MD
"20051201T000000",641200,34,4278,NJ
"20071001T000000",210700,56,4279,PA
,nan,nan,4280,IA
"20060501T000000",275200,39,4281,MN
"20071001T000000",141400,56,4282,WI
"20051001T000000",385600,32,4283,MA
"20060401T000000",793400,38,4284,NY
"20070201T000000",377000,49,4285,PA
"20070401T000000",109700,50,4286,TX
"20090501T000000",184100,75,4287,AL
"20070301T000000",278300,49,4288,PA
"20080501T000000",139500,63,4289,IN
"20060201T000000",217800,37,4290,MA
"20060901T000000",283900,43,4291,NY
"20070401T000000",839700,50,4292,HI
"20081001T000000",141100,68,4293,WI
"20081201T000000",69400,70,4294,PA
"20060501T000000",514500,39,4295,FL
"20070601T000000",164100,52,4296,MO
"20060401T000000",621100,38,4297,MA
"20060701T000000",260200,41,4298,NJ
"20070701T000000",237700,53,4299,FL
"20070701T000000",160200,53,4300,NJ
"20061101T000000",213100,45,4301,FL
"20060201T000000",520100,37,4302,CA
"20060301T000000",214300,37,4303,NV
"20050701T000000",496700,29,4304,MA
"20070501T000000",206100,51,4305,WI
"20060801T000000",181500,42,4306,PA
"20071201T000000",240300,58,4307,WA
"20060201T000000",336900,37,4308,AZ
"20080401T000000",170500,62,4309,VA
"20060601T000000",279300,40,4310,NJ
"20060401T000000",317500,38,4311,CA
"20070901T000000",144700,55,4312,TX
"20070301T000000",339100,49,4313,WA
"20060101T000000",807500,36,4314,NY
"20060801T000000",195500,42,4315,FL
"20080501T000000",173900,63,4316,NJ
"20060301T000000",400300,37,4317,CA
"20080601T000000",55700,64,4318,TN
"20060501T000000",213900,39,4319,OH
"20090501T000000",168700,75,4320,AL
"20070101T000000",209500,48,4321,IL
"20090601T000000",100900,76,4322,PA
"20070801T000000",188300,54,4323,NJ
"20070201T000000",144200,49,4324,OH
"20060801T000000",120500,42,4325,OH
"20051201T000000",554500,34,4326,CA
"20070601T000000",90100,52,4327,NY
"20080401T000000",190200,62,4328,WI
"20060501T000000",384800,39,4329,NJ
"20070101T000000",376600,48,4330,WA
"20070601T000000",192100,52,4331,MO
"20050901T000000",317800,32,4332,FL
"20070801T000000",141100,54,4333,PA
"20060401T000000",144500,38,4334,OH
"20060801T000000",362500,42,4335,NY
"20080101T000000",198000,59,4336,TX
"20080301T000000",203100,61,4337,PA
,nan,nan,4338,IN
"20060101T000000",777500,36,4339,NY
"20070701T000000",102300,53,4340,PA
"20070601T000000",125000,52,4341,PA
"20050501T000000",295000,27,4342,MA
,nan,nan,4343,MO
"20061201T000000",677100,46,4344,NY
"20061001T000000",377400,44,4345,MN
"20090701T000000",76700,77,4346,OK
"20070701T000000",210800,53,4347,NY
"20070501T000000",246000,51,4348,PA
"20070601T000000",179200,52,4349,TX
"20060501T000000",325400,39,4350,NH
"20071201T000000",236200,58,4351,PA
"20090601T000000",212700,76,4352,LA
"20051201T000000",345700,34,4353,MA
"20061001T000000",502000,44,4354,NJ
"20070101T000000",475900,48,4355,MN
"20060201T000000",259700,37,4356,VT
"20061101T000000",385200,45,4357,NY
,nan,nan,4358,AL
"20060801T000000",265300,42,4359,FL
,nan,nan,4360,TN
"20070401T000000",250600,50,4361,WA
"20060201T000000",701600,37,4362,CA
"20070801T000000",106900,54,4363,OH
"20080601T000000",66700,64,4364,OK
"20080501T000000",228700,63,4365,PA
"20061101T000000",1.1903e+06,45,4366,IL
"20060301T000000",176100,37,4367,MA
"20070301T000000",392200,49,4368,MO
"20070601T000000",193500,52,4369,DE
"20061101T000000",498200,45,4370,NY
"20060201T000000",476500,37,4371,NY
"20070201T000000",214700,49,4372,DE
"20070201T000000",282300,49,4373,NC
"20061001T000000",406300,44,4374,PA
"20050601T000000",159900,28,4375,MI
"20090701T000000",170500,77,4376,MS
"20050301T000000",256200,25,4377,VT
"20080601T000000",137300,64,4378,NY
"20070101T000000",164800,48,4379,MO
"20070501T000000",249500,51,4380,MD
"20080401T000000",71900,62,4381,NY
"20081101T000000",143900,70,4382,PA
"20050501T000000",143000,27,4383,MI
"20060501T000000",617400,39,4384,NJ
"20060301T000000",270800,37,4385,PA
"20080301T000000",145100,61,4386,FL
"20060501T000000",336300,39,4387,CA
"20060801T000000",242300,42,4388,CA
"20080601T000000",326700,64,4389,WA
"20060301T000000",277900,37,4390,OH
"20051201T000000",224100,34,4391,OH
"20050501T000000",234100,27,4392,MI
"20080601T000000",139900,64,4393,KY
"20050701T000000",140200,29,4394,IA
"20060901T000000",351300,43,4395,PA
"20051001T000000",59600,32,4396,OH
"20060501T000000",181600,39,4397,MI
"20070901T000000",237700,55,4398,PA
"20080201T000000",241800,61,4399,WA
"20060101T000000",724300,36,4400,NJ
"20060101T000000",177200,36,4401,OH
"20061201T000000",79300,46,4402,TX
"20061101T000000",144100,45,4403,OR
"20061001T000000",167000,44,4404,FL
"20060301T000000",128200,37,4405,MI
"20071001T000000",330700,56,4406,MA
"20070501T000000",64400,51,4407,PA
"20060301T000000",469700,37,4408,NH
"20080901T000000",90800,68,4409,KY
"20070301T000000",83800,49,4410,TX
"20050501T000000",73100,27,4411,PA
"20090601T000000",92400,76,4412,TX
"20061001T000000",416300,44,4413,NJ
"20070201T000000",437100,49,4414,FL
"20051201T000000",455300,34,4415,NV
,nan,nan,4416,NY
"20071001T000000",126800,56,4417,NY
"20060501T000000",293000,39,4418,MD
"20070101T000000",168600,48,4419,AL
"20070501T000000",236500,51,4420,PA
"20060901T000000",135800,43,4421,TX
"20060501T000000",277100,39,4422,MD
"20060901T000000",556100,43,4423,CA
"20070601T000000",90400,52,4424,NY
"20090701T000000",177000,77,4425,PA
"20050701T000000",113100,29,4426,IN
"20051201T000000",314900,34,4427,RI
,nan,nan,4428,WA
"20070201T000000",185900,49,4429,TN
"20060601T000000",561200,40,4430,NY
"20061101T000000",423600,45,4431,CT
"20060801T000000",735700,42,4432,NV
"20080301T000000",141000,61,4433,NY
"20060901T000000",194300,43,4434,CA
"20061101T000000",351200,45,4435,PA
"20080101T000000",429500,59,4436,CO
"20071201T000000",95500,58,4437,NY
"20060401T000000",180200,38,4438,NY
"20060601T000000",356700,40,4439,FL
"20050701T000000",278800,29,4440,NH
"20070501T000000",247000,51,4441,WI
"20080601T000000",153700,64,4442,LA
"20071201T000000",61400,58,4443,PA
"20080301T000000",201300,61,4444,UT
"20060101T000000",660300,36,4445,MD
"20060101T000000",404800,36,4446,RI
,nan,nan,4447,KY
"20050401T000000",105700,26,4448,NY
"20060901T000000",179000,43,4449,MI
"20080301T000000",127200,61,4450,NY
,nan,nan,4451,FL
"20070701T000000",218300,53,4452,PA
"20070501T000000",179600,51,4453,MO
"20071101T000000",262600,57,4454,PA
"20060901T000000",425500,43,4455,PA
"20070501T000000",180800,51,4456,PA
"20051001T000000",2.9812e+06,32,4457,CA
"20051201T000000",504800,34,4458,VA
"20080301T000000",237200,61,4459,UT
"20070601T000000",124300,52,4460,PA
,nan,nan,4461,PA
"20061101T000000",135600,45,4462,OH
"20090501T000000",106400,75,4463,PA
"20070101T000000",373300,48,4464,NY
"20060501T000000",600600,39,4465,NJ
,nan,nan,4466,WA
"20070401T000000",160300,50,4467,KY
"20070901T000000",235800,55,4468,AK
"20070401T000000",118500,50,4469,AL
"20060301T000000",306600,37,4470,NH
"20080101T000000",229000,59,4471,NJ
"20070501T000000",181700,51,4472,PA
"20080301T000000",289900,61,4473,PA
"20060701T000000",393100,41,4474,NJ
"20080201T000000",144300,61,4475,NC
"20090501T000000",149900,75,4476,KS
"20070501T000000",365300,51,4477,CT
"20090201T000000",234400,73,4478,UT
"20070301T000000",127200,49,4479,OH
"20060301T000000",727900,37,4480,CT
"20081001T000000",67000,68,4481,TN
"20061101T000000",122200,45,4482,FL
"20060401T000000",280800,38,4483,PA
"20070401T000000",339000,50,4484,WA
"20090701T000000",77600,77,4485,MS
"20060301T000000",245600,37,4486,NH
"20070801T000000",80900,54,4487,PA
"20080301T000000",215800,61,4488,PA
"20070501T000000",241300,51,4489,MO
"20090401T000000",132700,74,4490,OK
"20090701T000000",304900,77,4491,TX
"20071001T000000",135900,56,4492,NC
,nan,nan,4493,IL
"20090201T000000",650100,73,4494,UT
"20070901T000000",174000,55,4495,PA
"20071001T000000",343900,56,4496,TX
"20070901T000000",185800,55,4497,NY
"20050801T000000",161500,30,4498,MI
"20071201T000000",100400,58,4499,NC
"20060401T000000",513100,38,4500,NJ
"20070301T000000",145600,49,4501,IL
"20051201T000000",376100,34,4502,MA
"20080801T000000",107700,66,4503,AL
,nan,nan,4504,NC
,nan,nan,4505,IL
