max_d,max_p,months_since,sizerank,state
"20060701T000000",563900,41,4506,NY
"20070801T000000",110500,54,4507,LA
,nan,nan,4508,VA
"20050201T000000",82600,25,4509,IN
"20060501T000000",264300,39,4510,CT
"20070701T000000",436100,53,4511,WA
"20080501T000000",124300,63,4512,TN
"20080601T000000",158000,64,4513,MI
"20061201T000000",425800,46,4514,NY
"20090501T000000",102600,75,4515,NC
"20060901T000000",135800,43,4516,OH
"20060601T000000",206200,40,4517,FL
"20070101T000000",550400,48,4518,FL
"20060801T000000",295200,42,4519,PA
"20090701T000000",180100,77,4520,PA
"20070701T000000",281000,53,4521,NJ
"20060801T000000",254000,42,4522,PA
"20060101T000000",626900,36,4523,NY
"20070501T000000",367200,51,4524,NJ
"20060401T000000",491700,38,4525,CA
"20060501T000000",309200,39,4526,CT
"20070801T000000",201200,54,4527,NJ
"20071101T000000",189000,57,4528,PA
"20060101T000000",84000,36,4529,OH
"20070301T000000",203900,49,4530,IL
"20051201T000000",339900,34,4531,CT
"20070701T000000",158300,53,4532,PA
"20060501T000000",248700,39,4533,PA
"20070201T000000",100700,49,4534,PA
"20051001T000000",88900,32,4535,IN
"20071101T000000",302300,57,4536,PA
,nan,nan,4537,VA
"20071101T000000",130300,57,4538,TX
"20060901T000000",154800,43,4539,OH
"20060301T000000",208300,37,4540,NJ
"20060301T000000",141000,37,4541,MI
"20050301T000000",125400,25,4542,MI
"20060701T000000",256500,41,4543,FL
"20070501T000000",376400,51,4544,WA
"20070301T000000",222400,49,4545,PA
"20070801T000000",193200,54,4546,KY
"20040801T000000",81300,18,4547,LA
"20090701T000000",132300,77,4548,MS
"20071101T000000",184800,57,4549,NC
"20071001T000000",193200,56,4550,WA
,nan,nan,4551,SC
"20070101T000000",383700,48,4552,FL
"20080501T000000",236800,63,4553,WA
"20060301T000000",126900,37,4554,OH
,nan,nan,4555,TX
"20090701T000000",150300,77,4556,TX
"20060201T000000",216800,37,4557,MN
"20080301T000000",133500,61,4558,VA
"20090401T000000",112700,74,4559,NY
"20070901T000000",199500,55,4560,NJ
"20061001T000000",183400,44,4561,SC
"20071101T000000",263100,57,4562,CT
"20060601T000000",239300,40,4563,FL
"20061201T000000",320200,46,4564,NY
"20090701T000000",173600,77,4565,PA
"20060801T000000",199600,42,4566,FL
"20050401T000000",121000,26,4567,MI
,nan,nan,4568,TN
"20060201T000000",126400,37,4569,OH
"20060801T000000",518700,42,4570,NY
"20070101T000000",148800,48,4571,MO
"20060501T000000",327600,39,4572,NJ
"20080401T000000",337600,62,4573,VA
,nan,nan,4574,OK
"20070401T000000",235700,50,4575,PA
,nan,nan,4576,FL
"20071101T000000",143600,57,4577,IL
"20060501T000000",234100,39,4578,NJ
"20051001T000000",68400,32,4579,SC
"20060401T000000",190400,38,4580,PA
"20051001T000000",362800,32,4581,NH
,nan,nan,4582,TX
"20070301T000000",175800,49,4583,IL
"20060101T000000",280100,36,4584,MA
"20071101T000000",116400,57,4585,TN
"20060201T000000",792500,37,4586,CA
"20070901T000000",138100,55,4587,GA
"20060301T000000",225100,37,4588,NH
"20060901T000000",136900,43,4589,PA
"20060501T000000",318300,39,4590,NJ
"20060201T000000",537500,37,4591,NY
"20060701T000000",313000,41,4592,IL
"20060901T000000",441500,43,4593,CA
"20060701T000000",170700,41,4594,WA
"20070301T000000",676900,49,4595,NJ
"20060301T000000",165900,37,4596,OH
,nan,nan,4597,NY
"20060801T000000",235500,42,4598,FL
"20071101T000000",174600,57,4599,PA
"20061201T000000",108100,46,4600,OH
,nan,nan,4601,TN
"20081001T000000",119500,68,4602,AZ
"20071101T000000",183100,57,4603,PA
"20090701T000000",272600,77,4604,TN
"20051201T000000",488300,34,4605,NJ
"20060601T000000",349500,40,4606,PA
"20060501T000000",284500,39,4607,NJ
"20070301T000000",587400,49,4608,NJ
"20070801T000000",295800,54,4609,OH
"20060201T000000",484200,37,4610,NJ
"20061101T000000",284000,45,4611,MD
"20060501T000000",374700,39,4612,CA
"20071001T000000",118700,56,4613,TX
"20090701T000000",116800,77,4614,AR
"20050801T000000",187900,30,4615,MI
"20071201T000000",113400,58,4616,NC
"20090601T000000",113600,76,4617,TX
"20070701T000000",252600,53,4618,PA
"20090701T000000",240900,77,4619,AZ
"20090101T000000",78500,72,4620,PA
"20070401T000000",484800,50,4621,WA
"20071101T000000",261400,57,4622,PA
"20061201T000000",279500,46,4623,MD
"20070101T000000",398800,48,4624,NJ
,nan,nan,4625,IA
"20070801T000000",292500,54,4626,CT
"20060201T000000",248300,37,4627,NH
"20090701T000000",163800,77,4628,LA
"20070801T000000",118700,54,4629,IL
"20070201T000000",313100,49,4630,MD
"20080201T000000",287900,61,4631,WA
"20070201T000000",127700,49,4632,OH
"20051101T000000",315000,34,4633,NY
"20060401T000000",71100,38,4634,OH
"20060501T000000",424200,39,4635,MD
"20060101T000000",225200,36,4636,OH
"20050401T000000",426500,26,4637,MN
"20080201T000000",198600,61,4638,NY
"20061201T000000",105700,46,4639,AL
"20070101T000000",193200,48,4640,CA
"20070701T000000",119000,53,4641,NY
"20040901T000000",168800,20,4642,MI
"20060301T000000",1.2504e+06,37,4643,NJ
"20060801T000000",1.1286e+06,42,4644,CA
"20061001T000000",160500,44,4645,MI
"20060401T000000",286700,38,4646,NY
"20060101T000000",89900,36,4647,IN
"20071001T000000",202000,56,4648,PA
"20060401T000000",370800,38,4649,NJ
"20090101T000000",319100,72,4650,CO
"20080101T000000",168000,59,4651,NC
"20080501T000000",152600,63,4652,PA
"20071101T000000",168000,57,4653,FL
"20060101T000000",3.8923e+06,36,4654,CA
"20051201T000000",199500,34,4655,MI
"20071001T000000",65900,56,4656,NY
"20060701T000000",206800,41,4657,MA
"20070401T000000",326900,50,4658,NY
"20080201T000000",47200,61,4659,PA
"20070201T000000",323400,49,4660,NJ
,nan,nan,4661,CA
"20050601T000000",283700,28,4662,MA
"20050501T000000",763200,27,4663,CA
"20071201T000000",125800,58,4664,PA
"20080601T000000",179100,64,4665,ID
"20070601T000000",167400,52,4666,MI
"20051101T000000",366100,34,4667,CT
"20061201T000000",134400,46,4668,TX
"20070701T000000",238900,53,4669,NY
"20060201T000000",254500,37,4670,VA
"20081101T000000",72700,70,4671,NC
"20061001T000000",355300,44,4672,CA
"20070501T000000",480900,51,4673,WA
"20090501T000000",152300,75,4674,KS
"20070801T000000",228500,54,4675,PA
"20070801T000000",127300,54,4676,NC
"20080201T000000",171200,61,4677,NY
"20070401T000000",829100,50,4678,NJ
"20060901T000000",253300,43,4679,OR
"20061101T000000",124000,45,4680,OH
"20060701T000000",591500,41,4681,NJ
,nan,nan,4682,FL
"20070601T000000",90700,52,4683,NY
"20070201T000000",206200,49,4684,PA
"20050501T000000",663000,27,4685,NY
"20061201T000000",215200,46,4686,MD
"20070301T000000",430300,49,4687,PA
"20060301T000000",285600,37,4688,RI
"20071001T000000",175700,56,4689,OR
"20080101T000000",173800,59,4690,PA
"20051001T000000",306300,32,4691,MA
"20061101T000000",271500,45,4692,CT
"20050601T000000",278000,28,4693,VT
"20070601T000000",135100,52,4694,NY
"20070401T000000",311700,50,4695,CT
"20050401T000000",260200,26,4696,VT
"20061001T000000",170500,44,4697,PA
"20071101T000000",100300,57,4698,NC
"20060801T000000",663000,42,4699,HI
"20080801T000000",118600,66,4700,GA
"20080701T000000",184000,65,4701,WI
,nan,nan,4702,IA
"20070301T000000",81600,49,4703,NY
"20080201T000000",205800,61,4704,TX
"20061001T000000",508500,44,4705,NJ
"20060201T000000",567400,37,4706,NY
"20071101T000000",186100,57,4707,CT
"20080501T000000",284700,63,4708,WA
"20071101T000000",189500,57,4709,NH
"20070301T000000",282500,49,4710,MO
"20060501T000000",879000,39,4711,CA
"20070801T000000",193300,54,4712,FL
"20090701T000000",107600,77,4713,NY
"20061201T000000",248800,46,4714,PA
"20080101T000000",165700,59,4715,TX
"20081101T000000",115200,70,4716,NY
"20060401T000000",196300,38,4717,NV
"20060901T000000",411200,43,4718,NJ
,nan,nan,4719,TN
"20061201T000000",249200,46,4720,NY
"20071101T000000",201900,57,4721,PA
"20051101T000000",109500,34,4722,IN
"20061101T000000",138600,45,4723,GA
"20090201T000000",108800,73,4724,PA
"20060501T000000",237900,39,4725,MD
"20070501T000000",193600,51,4726,WI
"20060601T000000",813900,40,4727,NY
"20070801T000000",227300,54,4728,NJ
"20071001T000000",424700,56,4729,OR
"20071001T000000",209500,56,4730,PA
"20050401T000000",317800,26,4731,RI
"20061201T000000",214900,46,4732,OH
"20070501T000000",1.1e+06,51,4733,NY
"20070401T000000",161800,50,4734,IN
"20060601T000000",357500,40,4735,NJ
"20070201T000000",186000,49,4736,KS
"20080401T000000",324400,62,4737,UT
"20051101T000000",154700,34,4738,MI
"20071101T000000",306900,57,4739,TX
"20060801T000000",415400,42,4740,MD
"20051201T000000",829800,34,4741,CA
"20071101T000000",290900,57,4742,CT
"20070301T000000",274400,49,4743,IL
"20051101T000000",339600,34,4744,MA
"20070201T000000",551000,49,4745,NJ
"20060701T000000",63300,41,4746,TN
,nan,nan,4747,OH
"20061201T000000",161800,46,4748,OH
"20090601T000000",199800,76,4749,KS
"20070101T000000",217300,48,4750,PA
"20060501T000000",792700,39,4751,MD
"20070101T000000",132100,48,4752,TX
"20060201T000000",667600,37,4753,FL
"20060201T000000",448300,37,4754,NY
"20070501T000000",193300,51,4755,NY
"20060601T000000",115400,40,4756,OH
"20060501T000000",236500,39,4757,IL
"20060601T000000",263800,40,4758,OH
"20070201T000000",135600,49,4759,PA
"20090601T000000",71200,76,4760,OH
"20070401T000000",98900,50,4761,GA
,nan,nan,4762,LA
"20051101T000000",151800,34,4763,MD
"20070701T000000",1.2475e+06,53,4764,NY
"20051001T000000",483900,32,4765,MA
"20071001T000000",176200,56,4766,IL
"20060601T000000",108500,40,4767,PA
"20051201T000000",741900,34,4768,CA
"20050201T000000",92000,25,4769,IN
"20070201T000000",166200,49,4770,WI
"20060601T000000",200600,40,4771,NH
"20070401T000000",89600,50,4772,TX
"20081001T000000",83700,68,4773,NY
"20070601T000000",158500,52,4774,MO
"20071101T000000",317100,57,4775,TX
"20080701T000000",107500,65,4776,KY
"20070301T000000",107100,49,4777,OH
"20070601T000000",304100,52,4778,PA
"20070801T000000",147000,54,4779,TN
"20060301T000000",232300,37,4780,MI
"20060601T000000",135200,40,4781,GA
"20060801T000000",99600,42,4782,MI
"20090701T000000",135900,77,4783,LA
"20051001T000000",422600,32,4784,MA
,nan,nan,4785,LA
"20050601T000000",71000,28,4786,NY
"20070401T000000",379400,50,4787,PA
"20060601T000000",235000,40,4788,PA
"20060501T000000",392400,39,4789,FL
"20050401T000000",568000,26,4790,MA
"20070801T000000",144300,54,4791,PA
"20090201T000000",159200,73,4792,NC
"20080401T000000",95700,62,4793,NY
"20071101T000000",147700,57,4794,NC
"20071101T000000",199400,57,4795,MA
"20070101T000000",273100,48,4796,AL
"20070601T000000",73400,52,4797,NY
"20060601T000000",355600,40,4798,CA
"20050201T000000",223400,25,4799,MI
"20060401T000000",652200,38,4800,NJ
"20080501T000000",129900,63,4801,NY
"20060301T000000",282900,37,4802,CA
,nan,nan,4803,PA
"20060901T000000",109900,43,4804,IN
"20071201T000000",134800,58,4805,AZ
"20070501T000000",273400,51,4806,PA
,nan,nan,4807,LA
"20060901T000000",97000,43,4808,OH
"20060501T000000",549400,39,4809,NY
"20061101T000000",283100,45,4810,PA
"20060101T000000",344200,36,4811,MA
"20071001T000000",200900,56,4812,PA
"20070701T000000",241300,53,4813,IL
"20070401T000000",169900,50,4814,NY
"20090701T000000",177200,77,4815,PA
"20070401T000000",138300,50,4816,MI
"20071001T000000",103400,56,4817,AL
,nan,nan,4818,GA
"20060801T000000",44400,42,4819,PA
"20050401T000000",111600,26,4820,MI
"20060501T000000",360500,39,4821,MD
"20071201T000000",211700,58,4822,IL
"20070301T000000",236900,49,4823,WA
"20070601T000000",267700,52,4824,CA
"20090501T000000",79600,75,4825,SC
"20051201T000000",392800,34,4826,MA
"20060401T000000",419500,38,4827,CT
"20081001T000000",107300,68,4828,PA
"20070601T000000",210200,52,4829,NJ
"20071201T000000",100400,58,4830,AR
"20080101T000000",164600,59,4831,PA
"20070501T000000",128800,51,4832,PA
"20060801T000000",484500,42,4833,NY
"20090401T000000",121600,74,4834,PA
"20070501T000000",113200,51,4835,NY
"20050601T000000",101500,28,4836,IN
"20050901T000000",104700,32,4837,IN
"20070601T000000",197900,52,4838,PA
"20071101T000000",109800,57,4839,NY
"20070601T000000",127500,52,4840,NC
"20061101T000000",253900,45,4841,FL
"20071101T000000",100400,57,4842,TN
"20090201T000000",105800,73,4843,NC
"20080201T000000",265500,61,4844,NY
"20070901T000000",252500,55,4845,PA
"20071001T000000",168900,56,4846,OR
"20060401T000000",292700,38,4847,NV
"20060701T000000",567400,41,4848,NY
"20070101T000000",676900,48,4849,NY
"20070901T000000",125300,55,4850,TN
"20060201T000000",514500,37,4851,NY
"20050501T000000",145000,27,4852,OH
"20070201T000000",186200,49,4853,AZ
"20070501T000000",284900,51,4854,MO
"20060201T000000",200500,37,4855,IA
"20060501T000000",317000,39,4856,CO
"20070101T000000",250100,48,4857,AZ
"20060601T000000",415800,40,4858,NJ
"20061001T000000",98100,44,4859,OH
"20070701T000000",102200,53,4860,MO
"20060401T000000",205400,38,4861,FL
"20070401T000000",188900,50,4862,IL
"20040301T000000",176500,13,4863,OH
"20071101T000000",76800,57,4864,PA
,nan,nan,4865,WV
"20071101T000000",128400,57,4866,PA
"20051201T000000",376700,34,4867,MA
"20070801T000000",95500,54,4868,GA
"20070801T000000",287400,54,4869,NJ
"20060201T000000",479600,37,4870,CA
"20070701T000000",91500,53,4871,IL
"20070701T000000",186800,53,4872,PA
"20060601T000000",362500,40,4873,NJ
"20070701T000000",93700,53,4874,NY
"20060901T000000",325500,43,4875,PA
,nan,nan,4876,PA
"20060901T000000",285300,43,4877,CA
"20081101T000000",88600,70,4878,NY
"20060301T000000",141900,37,4879,MI
"20080301T000000",188800,61,4880,WI
"20080801T000000",145400,66,4881,NY
"20070701T000000",348800,53,4882,MD
"20070501T000000",104300,51,4883,NY
"20060101T000000",366900,36,4884,FL
"20060401T000000",260000,38,4885,CT
"20030701T000000",124600,5,4886,NY
"20051201T000000",260700,34,4887,MI
,nan,nan,4888,PA
"20060701T000000",241300,41,4889,IL
"20060701T000000",453500,41,4890,PA
,nan,nan,4891,MO
"20071001T000000",101700,56,4892,NY
"20061001T000000",851600,44,4893,NY
"20060701T000000",426000,41,4894,PA
"20060301T000000",379900,37,4895,NJ
"20070501T000000",172400,51,4896,GA
"20061101T000000",232300,45,4897,IL
"20070501T000000",123800,51,4898,NY
"20080501T000000",169300,63,4899,NY
"20060701T000000",303500,41,4900,WI
"20070301T000000",258500,49,4901,MD
"20081201T000000",120600,70,4902,NY
"20070401T000000",194900,50,4903,CA
"20080501T000000",204200,63,4904,ID
"20070301T000000",302800,49,4905,CT
"20060601T000000",482600,40,4906,NJ
"20080401T000000",122100,62,4907,MI
"20070301T000000",397700,49,4908,OR
"20060801T000000",231300,42,4909,MN
"20080101T000000",168500,59,4910,NH
"20080201T000000",140700,61,4911,PA
"20060701T000000",128200,41,4912,FL
"20061101T000000",166400,45,4913,FL
"20060301T000000",107400,37,4914,OH
"20070701T000000",183800,53,4915,NJ
"20070601T000000",145100,52,4916,NY
"20060501T000000",67200,39,4917,OH
"20060501T000000",303400,39,4918,MD
"20061101T000000",245700,45,4919,FL
,nan,nan,4920,OK
"20080601T000000",254500,64,4921,UT
"20071001T000000",293600,56,4922,IL
"20070201T000000",121500,49,4923,GA
"20080801T000000",1.6204e+06,66,4924,CA
"20070701T000000",163700,53,4925,PA
"20071101T000000",208000,57,4926,WA
"20050601T000000",226200,28,4927,VT
"20060601T000000",297300,40,4928,PA
"20070701T000000",236000,53,4929,PA
"20080601T000000",257000,64,4930,IN
"20071101T000000",325000,57,4931,OR
"20060501T000000",238300,39,4932,FL
"20051201T000000",219600,34,4933,FL
"20090301T000000",120700,73,4934,SC
"20070201T000000",123200,49,4935,MO
"20071001T000000",214500,56,4936,PA
"20080501T000000",142400,63,4937,WI
"20031101T000000",284100,9,4938,WI
"20060201T000000",781900,37,4939,CA
"20060901T000000",222100,43,4940,AZ
"20070301T000000",127400,49,4941,NC
"20060901T000000",273800,43,4942,MD
"20070401T000000",311000,50,4943,CT
"20081101T000000",209200,70,4944,IL
"20070801T000000",153200,54,4945,NC
"20060301T000000",260300,37,4946,FL
"20070501T000000",246100,51,4947,WA
"20090701T000000",163500,77,4948,MT
"20050401T000000",269100,26,4949,NJ
"20060101T000000",79200,36,4950,OH
"20070501T000000",302400,51,4951,OR
"20070501T000000",60300,51,4952,PA
"20050401T000000",94600,26,4953,OH
"20060501T000000",343600,39,4954,NY
"20070401T000000",260200,50,4955,OR
"20061201T000000",446100,46,4956,WA
"20061201T000000",72800,46,4957,TN
"20060501T000000",540500,39,4958,CA
"20090601T000000",168200,76,4959,TX
"20090601T000000",141200,76,4960,KS
"20041101T000000",91000,22,4961,IN
,nan,nan,4962,SC
"20070201T000000",413200,49,4963,HI
"20070301T000000",224800,49,4964,CT
"20081001T000000",215900,68,4965,PA
,nan,nan,4966,WV
"20090701T000000",171100,77,4967,TX
"20070701T000000",149300,53,4968,NY
"20051001T000000",479700,32,4969,FL
"20060501T000000",579300,39,4970,MD
"20071001T000000",323100,56,4971,IL
"20090601T000000",122100,76,4972,TX
"20070401T000000",226700,50,4973,PA
,nan,nan,4974,NE
"20090201T000000",103700,73,4975,FL
"20060201T000000",686400,37,4976,NJ
"20061101T000000",260800,45,4977,IL
"20070401T000000",773600,50,4978,NJ
"20070501T000000",245500,51,4979,PA
"20080801T000000",141900,66,4980,PA
"20061101T000000",469400,45,4981,AZ
"20060601T000000",383400,40,4982,NJ
,nan,nan,4983,PA
"20060901T000000",457200,43,4984,NJ
"20090401T000000",95100,74,4985,NY
,nan,nan,4986,FL
"20050301T000000",134800,25,4987,OH
"20090501T000000",183100,75,4988,KS
"20071001T000000",148300,56,4989,IL
"20080301T000000",101000,61,4990,PA
"20080801T000000",103800,66,4991,PA
"20070501T000000",134000,51,4992,MO
"20071001T000000",106300,56,4993,TN
"20050701T000000",93300,29,4994,IN
"20070301T000000",277400,49,4995,WA
"20030801T000000",98000,6,4996,MO
"20070601T000000",208100,52,4997,PA
"20071001T000000",123600,56,4998,TN
"20060101T000000",347700,36,4999,RI
,nan,nan,5000,IL
